Time,Open,High,Low,Last,Change,%Chg,Volume
09/28/2020,4.0802,4.0896,4.0711,4.076,0.0002,0.00%,1752
09/25/2020,4.0668,4.0818,4.0614,4.0758,0.0089,+0.22%,1732
09/24/2020,4.0714,4.0798,4.0623,4.0669,-0.0044,-0.11%,1741
09/23/2020,4.0489,4.0721,4.0437,4.0713,0.0225,+0.56%,1748
09/22/2020,4.0334,4.0502,4.0316,4.0488,0.0155,+0.38%,1711
09/21/2020,4.0095,4.0454,3.996,4.0333,0.0265,+0.66%,1746
09/18/2020,4.0159,4.0191,4.0024,4.0068,-0.0092,-0.23%,1746
09/17/2020,4.008,4.0288,4.0058,4.016,0.0079,+0.20%,1741
09/16/2020,4.0196,4.0262,4.0036,4.0081,-0.0116,-0.29%,1747
09/15/2020,4.0333,4.0356,4.0166,4.0197,-0.0136,-0.34%,1771
09/14/2020,4.0386,4.0399,4.0289,4.0333,0.0015,+0.04%,1767
09/11/2020,4.0376,4.0438,4.0276,4.0318,-0.0057,-0.14%,1767
09/10/2020,4.0306,4.0409,4.0263,4.0375,0.0069,+0.17%,1756
09/09/2020,4.0463,4.0501,4.0291,4.0306,-0.0157,-0.39%,1764
09/08/2020,4.0435,4.0565,4.0419,4.0463,0.0027,+0.07%,1733
09/07/2020,4.0482,4.0495,4.0411,4.0436,0.0011,+0.03%,1740
09/04/2020,4.0472,4.053,4.038,4.0425,-0.0047,-0.12%,1732
09/03/2020,4.0377,4.0592,4.0327,4.0472,0.0095,+0.24%,1801
09/02/2020,4.0197,4.04,4.0145,4.0377,0.0177,+0.44%,1818
09/01/2020,4.0024,4.0227,3.9889,4.02,0.0178,+0.44%,1814
08/31/2020,4.0152,4.0155,4.0001,4.0022,-0.0062,-0.15%,1828
08/28/2020,4.0345,4.0361,4.0058,4.0084,-0.0259,-0.64%,1722
08/27/2020,4.0281,4.0369,4.0134,4.0343,0.0062,+0.15%,1664
08/26/2020,4.054,4.056,4.0273,4.0281,-0.0259,-0.64%,1693
08/25/2020,4.0598,4.0652,4.0518,4.054,-0.0059,-0.15%,1721
08/24/2020,4.0722,4.0722,4.0477,4.0599,-0.0107,-0.26%,1710
08/21/2020,4.0466,4.0718,4.0459,4.0706,0.024,+0.59%,1693
08/20/2020,4.035,4.0577,4.0314,4.0466,0.0117,+0.29%,1709
08/19/2020,4.0187,4.0361,4.014,4.0349,0.0163,+0.41%,1717
08/18/2020,4.0149,4.0225,4.0091,4.0186,0.0037,+0.09%,1701
08/17/2020,4.0151,4.0256,4.0056,4.0149,0.0058,+0.14%,1707
08/14/2020,4.0024,4.0169,4.0007,4.0091,0.0068,+0.17%,1718
08/13/2020,4.0029,4.0068,3.9981,4.0023,-0.0005,-0.01%,1727
08/12/2020,4.0122,4.0165,4.0011,4.0028,-0.0095,-0.24%,1693
08/11/2020,4.0099,4.0154,4.0007,4.0123,0.0024,+0.06%,1685
08/10/2020,4.0257,4.0257,3.9394,4.0099,-0.0129,-0.32%,1685
08/07/2020,4.0075,4.0237,4.0046,4.0228,0.0153,+0.38%,1681
08/06/2020,4.0014,4.0157,3.9949,4.0075,0.0062,+0.15%,1683
08/05/2020,4,4.0029,3.9925,4.0013,0.0012,+0.03%,1694
08/04/2020,4.0197,4.0254,4.0001,4.0001,-0.0197,-0.49%,1718
08/03/2020,4.0335,4.0384,4.0187,4.0198,-0.0111,-0.28%,1708
07/31/2020,4.0422,4.0437,4.0188,4.0309,-0.0113,-0.28%,1700
07/30/2020,4.0451,4.0573,4.0404,4.0422,-0.0028,-0.07%,1694
07/29/2020,4.0557,4.0647,4.0441,4.045,-0.0108,-0.27%,1647
07/28/2020,4.0578,4.0708,4.049,4.0558,-0.002,-0.05%,1687
07/27/2020,4.0799,4.0804,4.0539,4.0578,-0.0191,-0.47%,1723
07/24/2020,4.0882,4.0942,4.0724,4.0769,-0.0113,-0.28%,1700
07/23/2020,4.0706,4.0914,4.0706,4.0882,0.018,+0.44%,1697
07/22/2020,4.067,4.0816,4.061,4.0702,0.003,+0.07%,1705
07/21/2020,4.0972,4.0995,4.0613,4.0672,-0.0301,-0.73%,1685
07/20/2020,4.088,4.1015,4.0707,4.0973,0.0158,+0.39%,1696
07/17/2020,4.0853,4.0903,4.0798,4.0815,-0.0038,-0.09%,1704
07/16/2020,4.0634,4.088,4.0614,4.0853,0.0219,+0.54%,1676
07/15/2020,4.0634,4.0704,4.0548,4.0634,0,0.00%,1685
07/14/2020,4.0464,4.0728,4.0439,4.0634,0.0171,+0.42%,1720
07/13/2020,4.0272,4.047,3.9297,4.0463,0.0078,+0.19%,1707
07/10/2020,4.0281,4.0401,4.0268,4.0385,0.0105,+0.26%,1692
07/09/2020,4.0206,4.0311,4.0119,4.028,0.0073,+0.18%,1690
07/08/2020,4.0241,4.0334,4.0161,4.0207,-0.0035,-0.09%,1664
07/07/2020,4.0051,4.0336,3.9983,4.0242,0.0192,+0.48%,1671
07/06/2020,4.0147,4.0147,3.9957,4.005,-0.0053,-0.13%,1678
07/03/2020,4.0033,4.0145,4.0033,4.0103,0.0071,+0.18%,1696
07/02/2020,3.998,4.0096,3.996,4.0032,0.0052,+0.13%,1681
07/01/2020,3.9805,4.0024,3.9801,3.998,0.0177,+0.44%,1702
06/30/2020,3.9794,3.9909,3.9771,3.9803,0.001,+0.03%,1703
06/29/2020,3.9834,3.9846,3.9689,3.9793,-0.0046,-0.12%,1695
06/26/2020,3.9815,3.9882,3.9782,3.9839,0.0024,+0.06%,1680
06/25/2020,3.979,3.9914,3.9754,3.9815,0.0025,+0.06%,1683
06/24/2020,3.9827,3.9857,3.9699,3.979,-0.0037,-0.09%,1659
06/23/2020,3.9891,3.9993,3.9782,3.9827,-0.0063,-0.16%,1680
06/22/2020,3.9982,4.0021,3.9861,3.989,-0.0093,-0.23%,1702
06/19/2020,4.007,4.0098,3.989,3.9983,-0.0086,-0.21%,1703
06/18/2020,4.0138,4.0188,4.0019,4.0069,-0.007,-0.17%,1697
06/17/2020,4.0075,4.031,4.0071,4.0139,0.0064,+0.16%,1646
06/16/2020,3.9947,4.0137,3.9884,4.0075,0.0128,+0.32%,1611
06/15/2020,4.0027,4.012,3.9895,3.9947,0.003,+0.08%,1675
06/12/2020,4.003,4.0213,3.9848,3.9917,-0.0114,-0.28%,1634
06/11/2020,4.0087,4.0122,3.9767,4.0031,-0.0056,-0.14%,1638
06/10/2020,4.0355,4.0395,4.0062,4.0087,-0.0269,-0.67%,1653
06/09/2020,4.0476,4.0496,4.0348,4.0356,-0.0119,-0.29%,1670
06/08/2020,4.0654,4.0654,4.0436,4.0475,-0.0101,-0.25%,1670
06/05/2020,4.0645,4.0675,4.0528,4.0576,-0.0066,-0.16%,1662
06/04/2020,4.0686,4.0813,4.0638,4.0642,-0.0045,-0.11%,1635
06/03/2020,4.064,4.0753,4.0601,4.0687,0.0049,+0.12%,1678
06/02/2020,4.0794,4.0817,4.0615,4.0638,-0.0156,-0.38%,1677
06/01/2020,4.0968,4.0968,4.0776,4.0794,-0.0201,-0.49%,1698
05/29/2020,4.1042,4.1087,4.0946,4.0995,-0.0047,-0.11%,1643
05/28/2020,4.1109,4.1131,4.1017,4.1042,-0.0066,-0.16%,1693
05/27/2020,4.1088,4.1146,4.1034,4.1108,0.002,+0.05%,1682
05/26/2020,4.1179,4.119,4.1055,4.1088,-0.0092,-0.22%,1696
05/25/2020,4.1165,4.1216,4.1062,4.118,0.0111,+0.27%,1674
05/22/2020,4.1013,4.1134,4.1005,4.1069,0.0055,+0.13%,1688
05/21/2020,4.1019,4.1078,4.0944,4.1014,-0.0005,-0.01%,1629
05/20/2020,4.1106,4.115,4.0957,4.1019,-0.0083,-0.20%,1654
05/19/2020,4.1256,4.1296,4.1043,4.1102,-0.0155,-0.38%,1635
05/18/2020,4.1385,4.1385,4.1231,4.1257,-0.0059,-0.14%,1652
05/15/2020,4.1318,4.1383,4.128,4.1316,-0.0001,0.00%,1661
05/14/2020,4.1348,4.144,4.1305,4.1317,-0.003,-0.07%,1669
05/13/2020,4.1398,4.1424,4.1265,4.1347,-0.0051,-0.12%,1675
05/12/2020,4.1476,4.1524,4.1338,4.1398,-0.0078,-0.19%,1681
05/11/2020,4.1561,4.1561,4.1409,4.1476,-0.0015,-0.04%,1696
05/08/2020,4.1691,4.1719,4.1465,4.1491,-0.0201,-0.48%,1689
05/07/2020,4.1804,4.1846,4.1661,4.1692,-0.0115,-0.28%,1665
05/06/2020,4.1706,4.1827,4.1691,4.1807,0.01,+0.24%,1692
05/05/2020,4.1715,4.1802,4.1655,4.1707,-0.0006,-0.01%,1671
05/04/2020,4.1782,4.1857,4.0538,4.1713,-0.0002,0.00%,1683
05/01/2020,4.1814,4.1886,4.1616,4.1715,-0.01,-0.24%,1735
04/30/2020,4.1764,4.1873,4.1649,4.1815,0.0053,+0.13%,1671
04/29/2020,4.1852,4.1852,4.1739,4.1762,-0.0091,-0.22%,1687
04/28/2020,4.186,4.1917,4.1778,4.1853,-0.0006,-0.01%,1670
04/27/2020,4.183,4.1897,4.1688,4.1859,0.0039,+0.09%,1683
04/24/2020,4.1677,4.1843,4.1649,4.182,0.0143,+0.34%,1656
04/23/2020,4.1696,4.1725,4.1621,4.1677,-0.0017,-0.04%,1640
04/22/2020,4.1913,4.1924,4.164,4.1694,-0.0218,-0.52%,1645
04/21/2020,4.1884,4.2031,4.1839,4.1912,0.0029,+0.07%,1672
04/20/2020,4.1822,4.1911,4.0909,4.1883,0.0008,+0.02%,1678
04/17/2020,4.2128,4.2128,4.1847,4.1875,-0.0254,-0.60%,1681
04/16/2020,4.2151,4.2206,4.2033,4.2129,-0.0021,-0.05%,1678
04/15/2020,4.2056,4.2211,4.1939,4.215,0.0094,+0.22%,1673
04/14/2020,4.1212,4.2235,4.1162,4.2056,0.0844,+2.05%,1692
04/13/2020,4.21,4.2104,4.101,4.1212,-0.0872,-2.07%,1714
04/10/2020,4.2086,4.2139,4.2028,4.2084,-0.0002,0.00%,1712
04/09/2020,4.2167,4.2333,4.2061,4.2086,-0.0082,-0.19%,1646
04/08/2020,4.2169,4.233,4.2134,4.2168,-0.0001,0.00%,1683
04/07/2020,4.2246,4.2364,4.2113,4.2169,-0.0076,-0.18%,1632
04/06/2020,4.2503,4.2512,4.2224,4.2245,-0.0317,-0.74%,1695
04/03/2020,4.2387,4.2574,4.234,4.2562,0.0174,+0.41%,1637
04/02/2020,4.2617,4.2739,4.2381,4.2388,-0.023,-0.54%,1581
04/01/2020,4.2189,4.2645,4.2174,4.2618,0.0429,+1.02%,1595
03/31/2020,4.2068,4.2341,4.1965,4.2189,0.012,+0.29%,1564
03/30/2020,4.152,4.2129,4.0607,4.2069,0.0174,+0.42%,1612
03/27/2020,4.1986,4.2029,4.1712,4.1895,-0.0092,-0.22%,1564
03/26/2020,4.212,4.2301,4.197,4.1987,-0.0132,-0.31%,1575
03/25/2020,4.22,4.2373,4.2105,4.2119,-0.0083,-0.20%,1588
03/24/2020,4.2228,4.2439,4.2181,4.2202,-0.0026,-0.06%,1559
03/23/2020,4.1845,4.2497,4.1845,4.2228,0.0147,+0.35%,1502
03/20/2020,4.1935,4.2137,4.1722,4.2081,0.0146,+0.35%,1490
03/19/2020,4.1972,4.2076,4.179,4.1935,-0.0036,-0.09%,1425
03/18/2020,4.1365,4.1976,4.1321,4.1971,0.0603,+1.46%,1531
03/17/2020,4.1315,4.1613,4.125,4.1368,0.0055,+0.13%,1548
03/16/2020,4.0775,4.1414,4.062,4.1313,0.0423,+1.03%,1368
03/13/2020,4.0745,4.1207,4.0704,4.089,0.0146,+0.36%,1368
03/12/2020,4.0483,4.0778,4.0445,4.0744,0.0261,+0.64%,1335
03/11/2020,4.0422,4.0568,4.0352,4.0483,0.0063,+0.16%,1370
03/10/2020,4.0457,4.0509,4.0324,4.042,-0.0036,-0.09%,1152
03/09/2020,4.0366,4.062,3.9836,4.0456,0.008,+0.20%,1286
03/06/2020,4.0595,4.0715,4.0363,4.0376,-0.0219,-0.54%,1076
03/05/2020,4.0286,4.065,4.0259,4.0595,0.0309,+0.77%,1286
03/04/2020,4.0401,4.0401,4.0208,4.0286,-0.0115,-0.28%,1226
03/03/2020,4.0382,4.0618,4.0281,4.0401,0.0023,+0.06%,1137
03/02/2020,4.0374,4.0426,4.0187,4.0378,0,0.00%,1120
02/28/2020,4.0573,4.0586,4.0352,4.0378,-0.0197,-0.49%,997
02/27/2020,4.081,4.0842,4.0478,4.0575,-0.0235,-0.58%,1142
02/26/2020,4.0704,4.0918,4.0686,4.081,0.0107,+0.26%,1151
02/25/2020,4.0586,4.0713,4.0462,4.0703,0.0117,+0.29%,1256
02/24/2020,4.0573,4.0683,4.0463,4.0586,0.0081,+0.20%,1396
02/21/2020,4.0368,4.0614,4.0365,4.0505,0.0136,+0.34%,1442
02/20/2020,4.0121,4.0433,4.0075,4.0369,0.0249,+0.62%,1477
02/19/2020,4.0129,4.0133,4.0052,4.012,-0.0009,-0.02%,1655
02/18/2020,4.0092,4.0198,4.0056,4.0129,0.0037,+0.09%,1619
02/17/2020,4.0131,4.0163,4.0067,4.0092,-0.0057,-0.14%,1716
02/14/2020,4.0055,4.017,4.0003,4.0149,0.0093,+0.23%,1531
02/13/2020,3.9999,4.0115,3.9994,4.0056,0.0057,+0.14%,1577
02/12/2020,4.0185,4.0194,3.9949,3.9999,-0.0186,-0.46%,1620
02/11/2020,4.0288,4.0296,4.0091,4.0185,-0.0103,-0.26%,1601
02/10/2020,4.0338,4.0338,4.0187,4.0288,-0.003,-0.07%,1674
02/07/2020,4.0093,4.0352,4.0092,4.0318,0.0224,+0.56%,1553
02/06/2020,3.9886,4.0124,3.9868,4.0094,0.0208,+0.52%,1568
02/05/2020,3.9847,4.0102,3.9795,3.9886,0.0039,+0.10%,1512
02/04/2020,3.9942,4.0005,3.9729,3.9847,-0.0094,-0.24%,1575
02/03/2020,4.0226,4.0226,3.9894,3.9941,-0.0214,-0.53%,1568
01/31/2020,3.9985,4.0203,3.9979,4.0155,0.0169,+0.42%,1360
01/30/2020,3.9783,4.0197,3.9771,3.9986,0.0202,+0.51%,1436
01/29/2020,3.9573,3.9908,3.9515,3.9784,0.021,+0.53%,1523
01/28/2020,3.9415,3.9712,3.9415,3.9574,0.016,+0.41%,1587
01/27/2020,3.9261,3.9472,3.9202,3.9414,0.0143,+0.36%,1562
01/24/2020,3.9199,3.935,3.9166,3.9271,0.0072,+0.18%,1481
01/23/2020,3.9058,3.9288,3.902,3.9199,0.0141,+0.36%,1569
01/22/2020,3.9098,3.9105,3.9008,3.9058,-0.0041,-0.10%,1652
01/21/2020,3.9022,3.9123,3.8971,3.9099,0.0078,+0.20%,1617
01/20/2020,3.9135,3.9135,3.848,3.9021,-0.0046,-0.12%,1692
"Downloaded from Barchart.com as of 01-17-2022 10:33am CST"
